Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Non Use Code,Assessor Remarks,OPM remarks,Location
220884,2022,08/11/2023,Hamden,385 BELDEN RD,109270.00,399900.00,0.2732,Residential,Single Family,07 - Change in Property,,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #220389,POINT (-72.952538018 41.352234986)
220091,2022,01/09/2023,New Canaan,EAST CROSS RD,280.00,9250.00,0.0302,Vacant Land,,17 - Two Towns,HOUSE IS LOCATED IN STAMFORD; ONLY SMALL LAND IN NEW CANAAN M/B/L: 24/5/53,,POINT (-73.510241603 41.115395061)
2200232,2022,07/12/2023,Bloomfield,4 ROSEWOOD LN,114940.00,275000.00,0.4180,Residential,Single Family,,,,POINT (-72.704739036 41.819514982)
2200448,2022,08/24/2023,New Milford,18 CARRIAGE DR,177380.00,400000.00,0.4435,Residential,Single Family,,SALES RATIO,,POINT (-73.377210998 41.607272998)
220215,2022,12/27/2022,Meriden,23 BALDWIN ST,149310.00,250000.00,0.5972,Residential,Single Family,,,,POINT (-72.819059981 41.52677802)
220497,2022,01/04/2023,Bridgeport,610 BOSTWICK AVE,96860.00,5000.00,19.3720,Vacant Land,,25 - Other,SOLD BELOW MARKET VALUE,,POINT (-73.212017013 41.165990984)
220882,2022,08/25/2023,New Haven,97 HOWE ST,505680.00,1250000.00,0.4045,Apartments,,,,,POINT (-72.933986016 41.310961992)
220697,2022,07/06/2023,Meriden,114 FAIRWAY DR,194250.00,370000.00,0.5250,Residential,Single Family,,,,POINT (-72.773916979 41.510208003)
220042,2022,02/13/2023,Easton,573 JUDD ROAD,721140.00,775000.00,0.9305,Residential,Single Family,06 - Portion of Property,.79 ac sold to adjoining property at 60 Herman Lane,,POINT (-73.300597972 41.328717)
2200499,2022,08/31/2023,Naugatuck,16 HARVEST LANE,168770.00,320000.00,0.5274,Residential,Single Family,,,,POINT (-73.033117025 41.480291021)
220012,2022,10/11/2022,Brookfield,16 CHATHAM CT,93140.00,180000.00,0.5174,Residential,Condo,,,,POINT (-73.40138097 41.444803007)
220012,2022,10/11/2022,New London,38 EVERGREEN AVE,120120.00,270000.00,0.4448,Residential,Single Family,,,,POINT (-72.105864963 41.332048011)
220277,2022,11/22/2022,Bridgeport,364 GRIFFIN AVE,170160.00,374000.00,0.4549,Residential,Single Family,,,,POINT (-73.204175994 41.219015993)
220129,2022,07/18/2023,Brooklyn,205 PARADISE DR,20200.00,30000.00,0.6733,Vacant Land,,08 - Part Interest,SALE INCLUDES MAP 49 LOTS 34 & 36,,POINT (-71.971974034 41.753603007)
220028,2022,11/02/2022,Coventry,81 WOLF HILL RD,100.00,125000.00,0.0008,Vacant Land,,28 - Use Assessment,,,POINT (-72.379555978 41.804881981)
220233,2022,12/27/2022,Hamden,20 SHEPARD HILL RD U20,99750.00,220000.00,0.4534,Residential,Condo,,,,POINT (-72.924368034 41.388617014)
220538,2022,03/10/2023,Fairfield,102 BARRY SCOTT DRIVE,308210.00,635000.00,0.4853,Residential,Single Family,07 - Change in Property,PERMIT WORK,,POINT (-73.249587972 41.182207997)
220089,2022,10/17/2022,Bridgeport,170 HAWTHORNE ST UNIT #7B,64550.00,158500.00,0.4072,Residential,Single Family,,,,POINT (-73.184566029 41.203304995)
220370,2022,03/17/2023,Enfield,14 WATCH HILL DR,0.00,507661.00,0.0000,Residential,Condo,07 - Change in Property,,,POINT (-72.511593861 42.002134788)
220277,2022,04/17/2023,Groton,107 PAMELA AVE,175070.00,350000.00,0.5002,Residential,Single Family,,,,POINT (-72.061169973 41.365573989)
220160,2022,07/03/2023,Coventry,317 WRIGHTS MILL RD,305700.00,575000.00,0.5316,Residential,Single Family,,,,POINT (-72.361528013 41.784663993)
220749,2022,07/21/2023,Meriden,335 NO WALL ST,115150.00,125000.00,0.9212,Residential,Single Family,01 - Family,,,POINT (-72.775250037 41.548253001)
220621,2022,06/13/2023,Greenwich,172 FIELD POINT ROAD #2,684320.00,1305000.00,0.5243,Residential,Condo,,,,POINT (-73.632192013 41.022918015)
220081,2022,08/23/2023,Durham,97 WILDWOOD CIRCLE,232470.00,489000.00,0.4753,Residential,Single Family,,,,POINT (-72.710335968 41.455553007)
200484,2020,07/12/2021,Vernon,90 MONTAUK DR,126800.00,300000.00,0.4226,Residential,Single Family,,,,
2200163,2022,08/21/2023,New Fairfield,2 HIGH ACRE DR,300600.00,760000.00,0.3955,Residential,Single Family,,,,POINT (-73.506488024 41.47198401)
220092,2022,11/07/2022,Hartford,59 BURLINGTON ST,59425.00,135000.00,0.4401,Residential,Single Family,25 - Other,"Sold in ""as is"" condition",,POINT (-72.70125996 41.788340002)
2200388,2022,05/18/2023,East Hartford,73 BLISS ST,184410.00,275000.00,0.6705,Residential,Three Family,,,,POINT (-72.604031978 41.782717002)
220043,2022,04/20/2023,Durham,291 HIGGANUM ROAD,158270.00,356000.00,0.4445,Residential,Single Family,,,,POINT (-72.658411 41.466144003)
2200381,2022,08/07/2023,East Haven,32 TAYLOR AVE,185570.00,375000.00,0.4948,Residential,Single Family,,,,POINT (-72.875679989 41.276452984)
220073,2022,11/02/2022,Branford,31D HARBOUR VILLAGE,161500.00,314000.00,0.5143,Residential,Condo,,,,POINT (-72.828450982 41.267089979)
220196,2022,05/30/2023,Ledyard,17 HUNTINGTON WAY,200270.00,325000.00,0.6162,Residential,Single Family,,,,POINT (-71.978631025 41.406740994)
220316,2022,03/31/2023,Enfield,16 MEADOWLARK RD,138100.00,210000.00,0.6576,Residential,Single Family,,,,POINT (-72.596316017 41.96787601)
220259,2022,01/09/2023,Meriden,639 OLD COLONY RD,198520.00,249000.00,0.7972,Residential,Single Family,,,,POINT (-72.811999988 41.52266502)
220338,2022,02/21/2023,New Haven,30 TEMPLE CT #E-4A,216650.00,315000.00,0.6877,Residential,Condo,,,,POINT (-72.922525021 41.311353008)
2200039,2022,03/15/2023,Killingworth,21 SHERWOOD FOREST LANE,439530.00,685000.00,0.6416,Residential,Single Family,,,,POINT (-72.559286027 41.337615019)
22091,2022,06/05/2023,Haddam,15 SGT MORGAN RD,310870.00,432000.00,0.7196,Residential,Single Family,,,,POINT (-72.52285903 41.499109986)
220299,2022,08/30/2023,East Windsor,132 WINDSORVILLE RD,89510.00,225000.00,0.3978,Residential,Single Family,,,,POINT (-72.542848025 41.895401004)
220480,2022,03/31/2023,Branford,9 CRESCENT BLUFF,326500.00,725000.00,0.4503,Residential,Single Family,,,,POINT (-72.779737037 41.266286993)
220076,2022,02/02/2023,East Windsor,15 PERRI LN,228780.00,425000.00,0.5383,Residential,Single Family,,,,POINT (-72.531537988 41.916141981)
220594,2022,08/16/2023,Enfield,8 RIVIERA DR,151100.00,275000.00,0.5494,Residential,Single Family,,,,POINT (-72.579416005 41.999555999)
220085,2022,10/14/2022,Bridgeport,3012-G MADISON AVE,62070.00,165000.00,0.3761,Residential,Condo,,,,POINT (-73.226264991 41.215205999)
220111,2022,11/08/2022,Milford,61 ALDEN PL,211830.00,215000.00,0.9852,Residential,Single Family,25 - Other,LOW SALE FOR NEIGHBORHOOD,,POINT (-73.068376003 41.210628013)
220303,2022,01/12/2023,Hartford,109 CHESTNUT ST,64975.00,240000.00,0.2707,Residential,Single Family,,,,POINT (-72.679653177 41.775376499)
220195,2022,05/15/2023,Madison,145 DURHAM RD U-9,103180.00,120000.00,0.8598,Commercial,,,,,POINT (-72.603433008 41.289202991)
22026,2022,11/01/2022,Monroe,14 INDIAN HILL RD,174800.00,184950.00,0.9451,Residential,Condo,08 - Part Interest,,,POINT (-73.27234199 41.338931984)
222260,2022,08/04/2023,Bridgeport,1050 CONNECTICUT AVE APT LEASE,2594180.00,25000.00,103.7672,Commercial,,08 - Part Interest,COOP (BRIDGEPORT GATEWAY APTS INC),,POINT (-73.158806119 41.18283615)
220107,2022,01/17/2023,Madison,11 ST FRANCIS WOODS RD,257600.00,489000.00,0.5267,Residential,Single Family,,,,POINT (-72.660775032 41.340917992)
22267,2022,07/19/2023,Montville,ROUTE 161,210.00,463900.00,0.0004,Vacant Land,,17 - Two Towns,"HOME IN EAST LYME, SLIVER OF LAND IN MONTVILLE",,POINT (-72.214335864 41.419850287)
2222123,2022,03/28/2023,Ansonia,96 FORD ST,186340.00,365000.00,0.5105,Residential,Single Family,,,,POINT (-73.048116021 41.336366996)
22047,2022,05/22/2023,Bolton,149 BRANDY ST,183000.00,369900.00,0.4947,Residential,Single Family,,SHARED DRIVEWAY,,POINT (-72.420665022 41.750555011)
220068,2022,12/07/2022,Brookfield,6 WHIPPOORWILL LANE,293080.00,421000.00,0.6962,Residential,Single Family,,,,POINT (-73.425636018 41.47829399)
22013,2022,10/31/2022,Lebanon,693 BEAUMONT HWY,145710.00,365000.00,0.3992,Residential,Single Family,,,,POINT (-72.227332989 41.661712998)
220405,2022,05/16/2023,Enfield,5 EDWARD ST,137800.00,276000.00,0.4992,Residential,Single Family,,,,POINT (-72.548541013 41.987529016)
2200184,2022,01/17/2023,East Hartford,630 TOLLAND ST,627050.00,2250000.00,0.2786,Commercial,,21 - Personal Property Exchange,,,POINT (-72.607195979 41.78358499)
220137,2022,05/15/2023,East Windsor,92-94 SOUTH WATER ST,114120.00,207000.00,0.5513,Residential,Two Family,,,,POINT (-72.621095019 41.92755302)
2200458,2022,09/01/2023,New Milford,72 PERRY DR,23940.00,620000.00,0.0386,Residential,Single Family,07 - Change in Property,CHANGE IN PROPERTY AFTER ASSESSMENT DATE,,POINT (-73.431520031 41.54001799)
220144,2022,03/16/2023,Harwinton,239 WILDCAT HILL RD,191120.00,452000.00,0.4228,Residential,Single Family,,,,POINT (-73.092096035 41.74937002)
220110,2022,10/19/2022,Bridgeport,UNIT #16,7941540.00,120000.00,66.1795,Commercial,,08 - Part Interest,COOP (SEASIDE VILLAGE),,POINT (-73.189476 41.179195)
220792,2022,07/19/2023,Hamden,425 NEWHALL ST,632520.00,140000.00,4.5180,Commercial,,16 - Charitable Group,CHURCH,,POINT (-72.926527966 41.335446998)
22018,2022,11/18/2022,Beacon Falls,33 AVENUE D,141860.00,270000.00,0.5254,Residential,Single Family,,,,POINT (-73.054693971 41.43936399)
220659,2022,05/22/2023,Milford,409 ANDERSON AVE,184220.00,186000.00,0.9904,Residential,Single Family,25 - Other,LOW SALE FOR NGHBHD,,POINT (-73.004866994 41.235995005)
220086,2022,02/23/2023,Coventry,1428 SOUTH ST,166200.00,361500.00,0.4597,Commercial,,,,,POINT (-72.316416023 41.759559019)
220185,2022,12/16/2022,Fairfield,175 BROOKRIDGE AVENUE,294350.00,725000.00,0.4060,Residential,Single Family,07 - Change in Property,UPDATES & UPGRADES,,POINT (-73.228747041 41.201763983)
220521,2022,07/14/2023,Enfield,6 BRAINARD RD,115400.00,245000.00,0.4710,Residential,Single Family,,,,POINT (-72.592307959 42.012978989)
220072,2022,03/20/2023,Mansfield,295 MULBERRY RD,128600.00,255000.00,0.5043,Residential,Single Family,,,,POINT (-72.188882014 41.793508996)
220161,2022,12/02/2022,Hamden,6 PARK VIEW RD,117460.00,279000.00,0.4210,Residential,Single Family,,,,POINT (-72.93306803 41.360228011)
220914,2022,09/06/2023,New Haven,197 FITCH ST,155540.00,185000.00,0.8407,Residential,Two Family,,,,POINT (-72.951438982 41.328453012)
220074,2022,10/13/2022,Bridgeport,410 GARFIELD AVE,156020.00,250500.00,0.6228,Residential,Single Family,14 - Foreclosure,,,POINT (-73.207172022 41.194485012)
220219,2022,06/14/2023,Avon,16 ARIEL WAY,365820.00,240000.00,1.5242,Residential,Single Family,03 - Inter Corporation,,,POINT (-72.837764031 41.818124005)
222468,2022,09/22/2023,Bridgeport,236 LINDLEY ST #240,192180.00,499000.00,0.3851,Commercial,,,,,POINT (-73.191548993 41.195943002)
220885,2022,08/11/2023,Hamden,195 ARCH ST U14,85120.00,175000.00,0.4864,Residential,Condo,25 - Other,ESTATE SALE,,POINT (-72.942123 41.339125019)
220711,2022,06/14/2023,Hartford,"240, 246 LAUREL ST",1240680.00,2435000.00,0.5095,Apartments,,24 - Plottage,,,POINT (-72.696760973 41.765848003)
220081,2022,12/21/2022,Brookfield,9 PLEASANT RISE,253130.00,450000.00,0.5625,Residential,Single Family,,,,POINT (-73.418087025 41.459285008)
220551,2022,05/03/2023,Meriden,48 PEARL ST,130900.00,280000.00,0.4675,Residential,Single Family,,,,POINT (-72.783557006 41.532831011)
220936,2022,04/10/2023,Bridgeport,130 DERAMO PL,150150.00,270555.00,0.5549,Residential,Two Family,14 - Foreclosure,,,POINT (-73.227549015 41.212520018)
2200394,2022,05/22/2023,East Hartford,27 SALEM RD,123070.00,180000.00,0.6837,Residential,Single Family,,,,POINT (-72.608084042 41.745302995)
220045,2022,08/23/2023,Canaan,63 WARREN TURNPIKE,256200.00,849000.00,0.3017,Residential,Single Family,,SALE INCLUDES 71 WARREN TURNPIKE,,POINT (-73.364260035 41.951286002)
220937,2022,09/12/2023,New Haven,81 WHITTIER RD,309610.00,510000.00,0.6070,Residential,Single Family,,,,POINT (-72.978204998 41.319686003)
2200134,2022,12/22/2022,New Milford,22 LAKE DR,627370.00,1375000.00,0.4563,Residential,Single Family,,SALES RATIO,,POINT (-73.44234199 41.544529005)
2200323,2022,04/11/2023,East Hartford,61 HILLS ST,135930.00,243000.00,0.5593,Residential,Single Family,01 - Family,,,POINT (-72.602101961 41.740214006)
2200120,2022,12/16/2022,East Hartford,61 BRADLEY ST,141490.00,278000.00,0.5090,Residential,Single Family,,,,POINT (-72.598727994 41.745827995)
220017,2022,12/09/2022,Durham,31 LEXINGTON PL UNIT C-7,125650.00,215000.00,0.5844,Residential,Condo,,,,POINT (-72.654359021 41.464330997)
221169,2022,06/26/2023,Fairfield,3659 REDDING ROAD,615020.00,1403000.00,0.4383,Residential,Single Family,,,,POINT (-73.317904004 41.207386982)
22056,2022,05/26/2023,Deep River,50 CASTLE HEIGHTS,175210.00,370000.00,0.4735,Residential,Single Family,,,,POINT (-72.435010985 41.394859981)
220250,2022,02/23/2023,Enfield,42 NEELANS RD,178000.00,325000.00,0.5476,Residential,Condo,,,,POINT (-72.544938974 41.953124992)
220272,2022,01/10/2023,Hamden,36 ROLFE RD,119630.00,212000.00,0.5642,Residential,Single Family,,,,POINT (-72.921766039 41.341211987)
220041,2022,11/30/2022,East Windsor,63 WELLS RD,104620.00,130000.00,0.8047,Residential,Single Family,25 - Other,CLEAR ESTATE,,POINT (-72.569782013 41.928217999)
220014,2022,01/05/2023,Kent,15 CARTER RD,140000.00,275000.00,0.5090,Residential,Single Family,,,,POINT (-73.419636001 41.769353986)
22073,2022,03/08/2023,Middlebury,85 BRONSON DR,308400.00,527500.00,0.5846,Residential,Single Family,,,,POINT (-73.127155021 41.525297985)
220143,2022,06/08/2023,Coventry,48 GARDNER TAVERN RD,176500.00,375000.00,0.4707,Residential,Single Family,07 - Change in Property,,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #220100,POINT (-72.314932007 41.786113014)
220233,2022,03/23/2023,Newington,223 AUDUBON AVE,106040.00,206500.00,0.5135,Residential,Single Family,25 - Other,PROBATE SALE,,POINT (-72.726670035 41.689445992)
222493,2022,09/28/2023,Bridgeport,130 DERAMO PLACE,164190.00,430000.00,0.3818,Residential,Single Family,,,,POINT (-73.227549015 41.212520018)
220174,2022,12/13/2022,Fairfield,177 ROWLAND ROAD,679210.00,1850000.00,0.3671,Residential,Single Family,,,,POINT (-73.251212972 41.138095004)
220344,2022,02/27/2023,New Haven,33 FIFTH ST,122990.00,288000.00,0.4270,Residential,Single Family,,,,POINT (-72.929632958 41.285620984)
220206,2022,07/13/2023,East Hampton,3 LAKE BLVD,167710.00,373000.00,0.4496,Residential,Single Family,,,,POINT (-72.510470996 41.592277019)
220682,2022,06/30/2023,Greenwich,1110 LAKE AVENUE,1364090.00,2675000.00,0.5099,Residential,Single Family,,,,POINT (-73.660005011 41.12908802)
220531,2022,04/25/2023,Meriden,9 WESTFORT DR,293230.00,399000.00,0.7349,Residential,Single Family,14 - Foreclosure,,PURCHASE OF A FORECLOSED PROPERTY,POINT (-72.844490005 41.536141989)
220955,2022,04/17/2023,Bridgeport,393 LAUREL AVE UNIT #309,32820.00,115000.00,0.2854,Residential,Condo,,,,POINT (-73.20644397 41.174863019)
220326,2022,11/30/2022,Branford,155 IVY ST LOT 30,13000.00,17000.00,0.7647,Residential,Single Family,25 - Other,MOBILE HOME ONLY/OWES BACK TAXES,,POINT (-72.814627113 41.287345133)
2222039,2022,11/10/2022,Ansonia,70 HULL ST,123060.00,167000.00,0.7368,Residential,Single Family,26 - Rehabilitation Deferred,"LOW SALE, SOLD AS-IS COMPLETELY GUTTED",,POINT (-73.097414017 41.350636013)
22093,2022,06/22/2023,Beacon Falls,29 AVENUE D,27700.00,85000.00,0.3258,Vacant Land,,,,,POINT (-73.054899339 41.439315748)
2200402,2022,08/17/2023,East Haven,37 IVER AVE,166390.00,315000.00,0.5282,Residential,Single Family,,,,POINT (-72.878662019 41.271822989)
22040,2022,12/22/2022,Burlington,23 DUANE LN,207200.00,395000.00,0.5245,Residential,Single Family,,,,POINT (-72.991790973 41.791099995)
222061,2022,06/21/2023,Bridgeport,550 LAUREL AVE #552,173400.00,550000.00,0.3152,Residential,Two Family,,,,POINT (-73.20854196 41.176489988)
220153,2022,05/16/2023,Colchester,87 PARK AVE,181400.00,265000.00,0.6845,Residential,Single Family,,,,POINT (-72.337830026 41.576516988)
220228,2022,06/09/2023,East Lyme,36 WEBSTER,196350.00,450000.00,0.4363,Residential,Single Family,,,,POINT (-72.229044993 41.364465985)
221567,2022,12/28/2022,Manchester,361 MIDDLE TURNPIKE WEST,116500.00,225000.00,0.5177,Residential,Single Family,,,,POINT (-72.540729771 41.780753163)
220179,2022,08/09/2023,Ellington,WEST RD,448250.00,1100000.00,0.4075,Commercial,,28 - Use Assessment,UNDER PA-490,,POINT (-72.464122388 41.885428422)
220076,2022,05/15/2023,Hebron,355 OLD SLOCUM RD,221480.00,435000.00,0.5091,Residential,Single Family,,,,POINT (-72.406099035 41.661839984)
220467,2022,03/14/2023,Milford,308 MEADOWSIDE RD #210,113790.00,259900.00,0.4378,Residential,Condo,,,,POINT (-73.074353712 41.208912019)
220318,2022,08/28/2023,Avon,10 HENLEY WAY,384810.00,900000.00,0.4275,Residential,Single Family,,,,POINT (-72.883797024 41.79373602)
22000032,2022,09/26/2023,Hampton,68 JOHN MACK RD,36960.00,405000.00,0.0912,Residential,Single Family,07 - Change in Property,NEW CONSTRUCTION,,POINT (-72.046939568 41.740567658)
220236,2022,06/30/2023,Avon,301 NORTHINGTON DRIVE,604120.00,1350000.00,0.4474,Residential,Single Family,,,,POINT (-72.900589999 41.803767021)
22061,2022,11/21/2022,Montville,43 LOOKING GLASS CIR,144760.00,290900.00,0.4976,Residential,Single Family,,,,POINT (-72.12995557 41.440906898)
2200027,2022,10/25/2022,East Haven,23 FOOTE RD,144550.00,291500.00,0.4958,Residential,Single Family,,,,POINT (-72.864396019 41.275203997)
220395,2022,03/07/2023,Hamden,198 OBERLIN RD,132650.00,290000.00,0.4574,Residential,Single Family,,,,POINT (-72.950276999 41.349337991)
220197,2022,08/21/2023,Coventry,177 CEDAR SWAMP RD,283500.00,540000.00,0.5250,Residential,Single Family,,,,POINT (-72.415231034 41.801732984)
220312,2022,09/05/2023,Killingly,31 PROSPECT AV,79660.00,240000.00,0.3319,Residential,Single Family,,,,POINT (-71.88732796 41.806613012)
220014,2022,01/03/2023,Cornwall,0 GREAT HOLLOW RD,206100.00,217032.00,0.9496,Vacant Land,,28 - Use Assessment,490 10 MILL LAND,,POINT (-73.323436101 41.827040892)
2200411,2022,05/31/2023,East Hartford,81 LEGION DR,131950.00,255000.00,0.5174,Residential,Single Family,,,,POINT (-72.593951986 41.734018019)
222178,2022,07/18/2023,Bridgeport,24-D TEXAS AVE,50380.00,175000.00,0.2879,Residential,Condo,07 - Change in Property,,TOTAL RENOVATION PER MLS,POINT (-73.17845455 41.207471375)
2200271,2022,03/29/2023,Naugatuck,422 JONES RD,207200.00,338000.00,0.6130,Residential,Single Family,,,,POINT (-73.083482037 41.505057994)
221975,2022,07/31/2023,Manchester,67 STEEPLECHASE DRIVE,321900.00,540000.00,0.5961,Residential,Single Family,,,,POINT (-72.533574036 41.742703012)
22170,2022,06/20/2023,Monroe,39 BARN HILL RD,256800.00,580000.00,0.4427,Residential,Single Family,,,,POINT (-73.18428599 41.335508982)
220032,2022,03/17/2023,Bethlehem,445 MAIN ST S,223000.00,276000.00,0.8079,Residential,Single Family,,SENDING SALES VERIFICATION,,POINT (-73.194229022 41.615049016)
220065,2022,02/13/2023,Brooklyn,115 DAY ST,171200.00,517900.00,0.3305,Residential,Single Family,07 - Change in Property,,,POINT (-71.905088039 41.80670098)
2222062,2022,12/16/2022,Ansonia,5 PLEASANT ST,207760.00,290000.00,0.7164,Residential,Three Family,,,,POINT (-73.077097038 41.348058996)
220845,2022,07/05/2023,Milford,105 CASCADE BLVD,440580.00,750000.00,0.5874,Commercial,,,,,POINT (-73.003673997 41.245798017)
220050,2022,12/07/2022,Clinton,144 EAST MAIN ST #13C,44300.00,75000.00,0.5906,Residential,Condo,25 - Other,NOT ON OPEN MARKET,,POINT (-72.516059965 41.273281985)
221244,2022,07/18/2023,Fairfield,88 MERRY MEET CIRCLE,1099840.00,1900000.00,0.5788,Residential,Single Family,,,,POINT (-73.323959007 41.186197992)
220255,2022,09/21/2023,Colchester,21 PHOENIX RD,27400.00,60000.00,0.4566,Residential,Single Family,,MOBILE HOME,,POINT (-72.410250005 41.570920014)
22200,2022,06/02/2023,Middlebury,27 RIDGEWOOD DR,236500.00,422500.00,0.5597,Residential,Condo,,,,POINT (-73.136661855 41.517743793)
220034,2022,12/08/2022,New Hartford,42 LIVERY POOL ROAD,76720.00,78000.00,0.9835,Vacant Land,,,,,POINT (-72.976877676 41.888384201)
220009,2022,10/04/2022,Enfield,4 YALE CT,169900.00,220000.00,0.7722,Residential,Single Family,,,,POINT (-72.594268989 41.970206011)
220048,2022,10/24/2022,Greenwich,110 BOWMAN DRIVE,1447460.00,2495000.00,0.5801,Residential,Single Family,,,,POINT (-73.679377015 41.048323983)
